id;ccode1;ccode2;year;trade1;trade2
17016;20;365;2009;1629.65;1096.97
17056;20;366;2009;20.81;16.77
17096;20;367;2009;16.89;9.77
17136;20;368;2009;148.62;35.37
17155;20;369;2009;91.12;136.19
17174;20;370;2009;33.8;40.1
17193;20;371;2009;32.75;18.1
17212;20;372;2009;130.77;14.15
17231;20;373;2009;1127.68;9.17
17321;20;375;2009;915.41;362.3
17411;20;380;2009;1732.72;470.68
17497;20;385;2009;3465.32;1516.28
17583;20;390;2009;1583.99;476.41
17649;20;395;2009;31.46;68.4
17684;20;402;2009;0.14;1.4
17719;20;403;2009;0.04;0.13
17755;20;404;2009;0.03;0.01
17797;20;411;2009;329.86;8.07
17842;20;420;2009;0.11;0.74
17892;20;432;2009;0.33;6.85
17942;20;433;2009;1.11;33.83
17992;20;434;2009;0;8.83
18042;20;435;2009;0.81;2.77
18092;20;436;2009;1.13;5.4
18142;20;437;2009;216.09;17.89
18194;20;438;2009;60.3;16.48
18244;20;439;2009;12.32;40.8
18334;20;450;2009;28.68;4.74
18383;20;451;2009;3.89;5.42
18436;20;452;2009;26.71;157.48
18486;20;461;2009;4.32;9.53
18536;20;471;2009;4.36;33.21
18586;20;475;2009;447.05;219.85
18636;20;481;2009;1.75;32.7
18686;20;482;2009;0.11;0.95
18736;20;483;2009;0.23;11.92
18786;20;484;2009;2.22;29.3
18836;20;490;2009;0.56;18.01
18884;20;500;2009;2.47;13.42
18931;20;501;2009;16.42;66.45
18980;20;510;2009;4.43;35.92
19030;20;516;2009;0.24;1.19
19078;20;517;2009;0.3;3.36
19128;20;520;2009;0.03;2.93
19161;20;522;2009;0.03;2.58
19247;20;530;2009;16.31;12.53
19264;20;531;2009;0.11;2.22
19299;20;540;2009;1338.19;77.02
19334;20;541;2009;0.28;6.92
19380;20;551;2009;0.79;13.6
19425;20;552;2009;2.75;7.79
19471;20;553;2009;6.84;4.3
19561;20;560;2009;611.72;565.72
19581;20;565;2009;233.31;3.97
19625;20;570;2009;8.46;0.19
19669;20;571;2009;27.92;3.89
19711;20;572;2009;1.85;9.69
19761;20;580;2009;40.16;46.38
19796;20;581;2009;0.09;3.18
19838;20;590;2009;8.55;10.46
19872;20;591;2009;0.6;1.07
19926;20;600;2009;134.96;357.95
19974;20;615;2009;3676.12;418.88
20028;20;616;2009;44.13;84.9
20087;20;620;2009;4.89;248.31
20141;20;625;2009;65.8;106.7
20231;20;630;2009;23.8;411.54
20321;20;640;2009;606.23;937.37
20399;20;645;2009;1241.22;467.73
20472;20;651;2009;111.12;438.29
20534;20;652;2009;5.78;59.37
20598;20;660;2009;15.2;223.85
20662;20;663;2009;15.99;49.33
20724;20;666;2009;910.49;294.1
20807;20;670;2009;1479.84;1112.3
20892;20;679;2009;0.15;30.64
20965;20;690;2009;32.93;105.44
21004;20;692;2009;4.45;38.65
21043;20;694;2009;54.01;215.64
21082;20;696;2009;173.29;1252.19
21121;20;698;2009;5.94;78.04
21211;20;700;2009;1.4;56.9
21230;20;701;2009;0.4;7.49
21249;20;702;2009;0.01;0.23
21268;20;703;2009;0.44;6.31
21287;20;704;2009;10.7;14.93
21306;20;705;2009;1552.21;203.05
21396;20;710;2009;38774.29;14457.36
21485;20;712;2009;155.84;7.49
21546;20;713;2009;1460.63;1147.5
21608;20;731;2009;0.1;25
21669;20;732;2009;5748.74;3535.33
21753;20;740;2009;11915.4;9171.7
21816;20;750;2009;1925.52;2117.71
21855;20;760;2009;0.01;0.15
21918;20;770;2009;234.56;403.29
21956;20;771;2009;775.83;408.83
22018;20;775;2009;0.06;0.14
22080;20;780;2009;111.59;322.74
22125;20;781;2009;0.06;11.55
22215;20;790;2009;12.94;4.03
22305;20;800;2009;2227.28;677.77
22362;20;811;2009;280.9;2.82
22419;20;812;2009;6.39;3.32
22475;20;816;2009;1022.53;300.2
22550;20;820;2009;2236.1;646.88
22595;20;830;2009;1091.9;965.86
22621;20;835;2009;1.78;5.59
22685;20;840;2009;714.42;259.04
22746;20;850;2009;969.85;992.5
22754;20;860;2009;-9;-9
22844;20;900;2009;1575.26;1610.26
22879;20;910;2009;2.02;37.24
22969;20;920;2009;438.53;333.69
22998;20;935;2009;0.19;1.9
23030;20;940;2009;0.1;0.75
23041;20;946;2009;0.11;0.07
23051;20;947;2009;0;-9
23091;20;950;2009;6.16;5.4
23102;20;955;2009;0.02;0.2
23113;20;970;2009;0.13;0.04
23132;20;983;2009;-9;-9
23148;20;986;2009;-9;-9
23167;20;987;2009;-9;-9
23201;20;990;2009;0;0.56
23238;31;40;2009;0.71;0
23275;31;41;2009;0.4;0.09
23312;31;42;2009;5;141.24
23349;31;51;2009;3.39;2.25
23386;31;52;2009;76.14;6.65
23423;31;53;2009;4.34;0.22
23455;31;54;2009;0.17;0.18
23491;31;55;2009;0;0.34
23522;31;56;2009;0.01;0.16
23553;31;57;2009;0.01;0.06
23582;31;58;2009;0.15;0.34
23609;31;60;2009;0;0.03
23646;31;70;2009;18.47;3.33
23675;31;80;2009;0.06;0.85
23712;31;90;2009;1.53;22.18
23749;31;91;2009;0.72;22.57
23786;31;92;2009;1.06;9.38
23823;31;93;2009;0;0
23860;31;94;2009;19.91;3.8
23897;31;95;2009;0.79;0
23934;31;100;2009;2.8;0.14
23971;31;101;2009;2215.45;1.77
24008;31;110;2009;0;0.03
24043;31;115;2009;0;0.25
24080;31;130;2009;1.79;13.92
24117;31;135;2009;3.05;0.47
24154;31;140;2009;84.84;2.78
24191;31;145;2009;0.08;0.05
24228;31;150;2009;0;0
24265;31;155;2009;2.46;0.13
24302;31;160;2009;13.39;2.99
24339;31;165;2009;2.67;0.04
24376;31;200;2009;31.05;6.88
24413;31;205;2009;3.16;0
24450;31;210;2009;156.13;5.91
24487;31;211;2009;3.63;11.39
24524;31;212;2009;0;0
24561;31;220;2009;30.5;16.32
24578;31;221;2009;-9;-9
24598;31;223;2009;-9;-9
24635;31;225;2009;112.87;54.45
24672;31;230;2009;38.98;1.43
24689;31;232;2009;-9;-9
24726;31;235;2009;0.14;0.25
24746;31;255;2009;-9;-9
24819;31;290;2009;176.37;284.08
24856;31;305;2009;12.72;0.01
24893;31;310;2009;0.15;0
24930;31;316;2009;0.02;0
24947;31;317;2009;0.01;0
24984;31;325;2009;408.29;3.13
25002;31;331;2009;-9;-9
25039;31;338;2009;0.13;0
25076;31;339;2009;0;0.12
25079;31;341;2009;-9;-9
25096;31;343;2009;0;0.06
25114;31;344;2009;0.07;0.41
25166;31;346;2009;-9;-9
25168;31;347;2009;-9;-9
25186;31;349;2009;0.33;0
25223;31;350;2009;3.5;0.68
25260;31;352;2009;0.04;0
25297;31;355;2009;1.8;0.72
25316;31;359;2009;0.02;0.04
25353;31;360;2009;0.09;0
25390;31;365;2009;56.49;1.49
25409;31;366;2009;0.07;0
25428;31;367;2009;0.46;0
25447;31;368;2009;0.41;0
25466;31;369;2009;0.01;1.57
25485;31;370;2009;0;0.06
25504;31;371;2009;0;0.06
25523;31;372;2009;0;0
25542;31;373;2009;0;0
25579;31;375;2009;6.76;0.09
25616;31;380;2009;5.02;0.07
25653;31;385;2009;66.14;0.9
25690;31;390;2009;39.34;0.14
25727;31;395;2009;0.23;1.68
25762;31;402;2009;-9;0
25797;31;403;2009;-9;-9
25833;31;404;2009;0;-9
25870;31;411;2009;-9;-9
25907;31;420;2009;0;0
25944;31;432;2009;-9;0
25981;31;433;2009;0;0.01
26018;31;434;2009;0;0
26055;31;435;2009;-9;-9
26092;31;436;2009;-9;0
26129;31;437;2009;0.02;0.02
26166;31;438;2009;0;0
26203;31;439;2009;-9;-9
26240;31;450;2009;0.05;0
26277;31;451;2009;0;0
26314;31;452;2009;0;0
26351;31;461;2009;0;0
26388;31;471;2009;0.67;0
26425;31;475;2009;0;1.6
26462;31;481;2009;0.01;0
26499;31;482;2009;-9;-9
26536;31;483;2009;-9;-9
26573;31;484;2009;0;0
26610;31;490;2009;0;0
26647;31;500;2009;0;0
26684;31;501;2009;0.3;0.04
26721;31;510;2009;0;0
26758;31;516;2009;-9;-9
26795;31;517;2009;-9;-9
26832;31;520;2009;0;0
26865;31;522;2009;-9;-9
26902;31;530;2009;0;-9
26919;31;531;2009;-9;-9
26954;31;540;2009;0;0
26989;31;541;2009;-9;-9
27026;31;551;2009;0;0
27063;31;552;2009;0;0
27100;31;553;2009;0;0
27137;31;560;2009;0.75;24.76
27157;31;565;2009;-9;-9
27194;31;570;2009;-9;-9
27231;31;571;2009;-9;-9
27268;31;572;2009;-9;-9
27305;31;580;2009;0.25;0
27340;31;581;2009;-9;-9
27377;31;590;2009;0.1;0.04
27411;31;591;2009;0;0
27448;31;600;2009;0.02;0.3
27485;31;615;2009;179.44;0
27522;31;616;2009;0.04;0.05
27559;31;620;2009;0;0
27596;31;625;2009;-9;-9
27633;31;630;2009;0;0
27670;31;640;2009;6.39;4.36
27707;31;645;2009;0;0
27744;31;651;2009;0;0
27781;31;652;2009;0;0
27818;31;660;2009;0;0.14
27855;31;663;2009;-9;-9
27892;31;666;2009;0.11;0
27929;31;670;2009;71.66;0.03
27967;31;679;2009;0.1;0
28022;31;690;2009;0;0
28059;31;692;2009;0;0.13
28096;31;694;2009;0;-9
28133;31;696;2009;0;0.63
28170;31;698;2009;0;0
28207;31;700;2009;0;0
28226;31;701;2009;3.82;0.02
28245;31;702;2009;0;0
28264;31;703;2009;0;0
28283;31;704;2009;-9;-9
28302;31;705;2009;56.86;0.62
28339;31;710;2009;461.29;0.4
28376;31;712;2009;-9;0
28413;31;713;2009;-9;-9
28450;31;731;2009;0.45;0
28487;31;732;2009;1340.6;0.22
28524;31;740;2009;1442.76;65.18
28561;31;750;2009;564.19;0.44
28598;31;760;2009;-9;-9
28635;31;770;2009;0.05;0.03
28672;31;771;2009;0;0
28709;31;775;2009;-9;-9
28746;31;780;2009;0;0
28783;31;781;2009;-9;0.06
28820;31;790;2009;-9;-9
28857;31;800;2009;2.46;1.94
28894;31;811;2009;-9;-9
28931;31;812;2009;-9;-9
28968;31;816;2009;0;0
29008;31;820;2009;2.62;2.4
29045;31;830;2009;583.93;437.66
29071;31;835;2009;0;0
29108;31;840;2009;2.4;0.04
29145;31;850;2009;0.58;0.37
29153;31;860;2009;-9;-9
29190;31;900;2009;4.04;2.08
29225;31;910;2009;-9;0
29262;31;920;2009;0.95;0.1
29291;31;935;2009;-9;0
29323;31;940;2009;0;0
29334;31;946;2009;-9;-9
29344;31;947;2009;-9;-9
29381;31;950;2009;0;0
29392;31;955;2009;0;0
29403;31;970;2009;-9;-9
29422;31;983;2009;-9;-9
29438;31;986;2009;-9;-9
29457;31;987;2009;-9;-9
29491;31;990;2009;0.02;0.92
29579;40;41;2009;0;15.54
29678;40;42;2009;27.12;19.65
29726;40;51;2009;4.22;4.01
29774;40;52;2009;40.45;0.64
29818;40;53;2009;0.01;0.32
29850;40;54;2009;0;0
29886;40;55;2009;0;0.07
29917;40;56;2009;0;0.21
29948;40;57;2009;0;0.01
29977;40;58;2009;-9;-9
30004;40;60;2009;-9;0
30110;40;70;2009;275.88;14.41
30139;40;80;2009;0.26;70.29
30245;40;90;2009;25.03;1.59
30351;40;91;2009;1.58;7.89
30457;40;92;2009;4.54;0.15
30563;40;93;2009;1.8;2.98
30653;40;94;2009;16.06;8.55
30743;40;95;2009;2.25;22.08
30849;40;100;2009;39.23;8.24
30955;40;101;2009;2693.64;259.88
30999;40;110;2009;25.45;72.87
31034;40;115;2009;0.61;0.13
31140;40;130;2009;11.33;2.85
31246;40;135;2009;10.33;0.97
31352;40;140;2009;295.84;58.71
31458;40;145;2009;0.06;2.09
31564;40;150;2009;0.02;0.66
31670;40;155;2009;41.18;4.6
31776;40;160;2009;57.3;3.71
31882;40;165;2009;56.75;0.54
31988;40;200;2009;15.12;13.34
32076;40;205;2009;1.25;0.2
32178;40;210;2009;101.09;108.94
32280;40;211;2009;26.04;18.06
32367;40;212;2009;0.43;0
32472;40;220;2009;116.94;20.22
32489;40;221;2009;-9;-9
32509;40;223;2009;-9;-9
32615;40;225;2009;21.91;28.77
32721;40;230;2009;711.9;163.23
32738;40;232;2009;-9;-9
32844;40;235;2009;17.17;26.51
32906;40;255;2009;-9;-9
33066;40;290;2009;13.28;0.88
33156;40;305;2009;22.77;2.25
33248;40;310;2009;1.41;0.23
33335;40;316;2009;10.13;1.06
33352;40;317;2009;11.32;1.01
33458;40;325;2009;283.07;31.35
33476;40;331;2009;-9;-9
33522;40;338;2009;0;0.07
33614;40;339;2009;0;0.08
33617;40;341;2009;-9;-9
33634;40;343;2009;0.01;1.45
33652;40;344;2009;2.94;7.04
33771;40;346;2009;-9;-9
33773;40;347;2009;-9;-9
33791;40;349;2009;1.97;0.04
33895;40;350;2009;0.13;3.1
33945;40;352;2009;0;4.87
34046;40;355;2009;7.83;10.51
34065;40;359;2009;0;0.29
34171;40;360;2009;0.17;0.78
34277;40;365;2009;185.43;69.48
34319;40;366;2009;0.25;60.46
34361;40;367;2009;0.04;0.01
34403;40;368;2009;1.15;0.04
34422;40;369;2009;14.99;3.4
34441;40;370;2009;16.68;0.86
34460;40;371;2009;0;0.05
34479;40;372;2009;0;0.2
34498;40;373;2009;0.27;0.01
34591;40;375;2009;3.14;7.39
34697;40;380;2009;20.39;1.01
34796;40;385;2009;0.82;1.32
34898;40;390;2009;22.23;1.29
34964;40;395;2009;0.23;0.1
34999;40;402;2009;0;0.08
35034;40;403;2009;-9;-9
35070;40;404;2009;0;9.33
35112;40;411;2009;-9;-9
35157;40;420;2009;0;0.09
35207;40;432;2009;0;0
35257;40;433;2009;0;0.29
35307;40;434;2009;0;0
35357;40;435;2009;0;0.07
35407;40;436;2009;0;0
35457;40;437;2009;0;0.3
35509;40;438;2009;-9;0.01
35559;40;439;2009;-9;0
35649;40;450;2009;0;0
35698;40;451;2009;-9;0
35751;40;452;2009;45.85;49.52
35801;40;461;2009;0;0
35851;40;471;2009;0;0
35901;40;475;2009;0;0.45
35951;40;481;2009;0;0
36001;40;482;2009;0;0
36051;40;483;2009;0;0
36101;40;484;2009;0;0
36151;40;490;2009;-9;0
36199;40;500;2009;0.12;0
36246;40;501;2009;-9;-9
36295;40;510;2009;0;0
36345;40;516;2009;0;0
36393;40;517;2009;0;0
36443;40;520;2009;0;0
36476;40;522;2009;-9;-9
36578;40;530;2009;0;0.01
36595;40;531;2009;-9;-9
36630;40;540;2009;-9;0
36665;40;541;2009;0;0
36711;40;551;2009;0;0
36756;40;552;2009;0;0
36802;40;553;2009;-9;-9
36892;40;560;2009;0.14;3.43
36912;40;565;2009;-9;-9
36956;40;570;2009;-9;-9
37000;40;571;2009;-9;-9
37042;40;572;2009;-9;-9
37092;40;580;2009;0;0.09
37127;40;581;2009;-9;0
37169;40;590;2009;0;0.16
37203;40;591;2009;0;0
37265;40;600;2009;11.48;2.6
37313;40;615;2009;200.6;1.61
37367;40;616;2009;0.04;0.82
37426;40;620;2009;52.88;1.08
37480;40;625;2009;0;0
37586;40;630;2009;0;0.54
37692;40;640;2009;11.59;1.65
37770;40;645;2009;0;0
37843;40;651;2009;0.45;0.14
37905;40;652;2009;0.52;0
37969;40;660;2009;0;0.63
38033;40;663;2009;0.08;0.08
38095;40;666;2009;0;0
38178;40;670;2009;1.06;0.7
38263;40;679;2009;0.02;0.01
38336;40;690;2009;0;0.55
38375;40;692;2009;0;2.88
38414;40;694;2009;0;1.07
38453;40;696;2009;0;2.51
38492;40;698;2009;0.15;0
38582;40;700;2009;-9;-9
38601;40;701;2009;-9;-9
38620;40;702;2009;-9;-9
38639;40;703;2009;0;0.04
38658;40;704;2009;-9;-9
38677;40;705;2009;5.04;46.41
38783;40;710;2009;1071.83;613.54
38872;40;712;2009;1.07;0.02
38933;40;713;2009;-9;-9
38999;40;731;2009;0;0
39060;40;732;2009;53.21;8.46
39160;40;740;2009;56.65;13.79
39223;40;750;2009;24.42;1.44
39262;40;760;2009;-9;-9
39325;40;770;2009;1.02;0.66
39363;40;771;2009;0;-9
39425;40;775;2009;0;-9
39487;40;780;2009;0;0
39532;40;781;2009;-9;-9
39622;40;790;2009;-9;-9
39728;40;800;2009;3.41;1.22
39785;40;811;2009;-9;0.01
39842;40;812;2009;-9;-9
39898;40;816;2009;264.77;0
39973;40;820;2009;3.09;1.06
40018;40;830;2009;1.33;3.38
40044;40;835;2009;-9;0
40108;40;840;2009;1.12;2.85
40169;40;850;2009;7.09;1.27
40177;40;860;2009;-9;-9
40267;40;900;2009;2.24;5.69
40302;40;910;2009;-9;0
40392;40;920;2009;3.32;0.83
40421;40;935;2009;-9;-9
40453;40;940;2009;-9;-9
40464;40;946;2009;-9;-9
40474;40;947;2009;-9;-9
40514;40;950;2009;0;0
40525;40;955;2009;0;0
40536;40;970;2009;-9;-9
40555;40;983;2009;-9;-9
40571;40;986;2009;-9;-9
40590;40;987;2009;-9;-9
40624;40;990;2009;0;0
40722;41;42;2009;775.85;14.48
40770;41;51;2009;7.58;0.17
40818;41;52;2009;13.5;0.45
40862;41;53;2009;1.7;0.11
40894;41;54;2009;0.02;0.02
40930;41;55;2009;0;0
40961;41;56;2009;0;0.05
40992;41;57;2009;0;0.03
41021;41;58;2009;0;0
41048;41;60;2009;0;0.06
41170;41;70;2009;25.34;14.78
41199;41;80;2009;0.03;0
41321;41;90;2009;19.77;0.01
41414;41;91;2009;7.72;0
41531;41;92;2009;3.82;0
41623;41;93;2009;4.57;0
41699;41;94;2009;12.41;0.15
41775;41;95;2009;0.08;0
41897;41;100;2009;67.29;0.96
42019;41;101;2009;15.89;0
42063;41;110;2009;4.58;0
42098;41;115;2009;0.03;0
42220;41;130;2009;0.91;0
42342;41;135;2009;53.26;0.01
42464;41;140;2009;34.89;0.96
42586;41;145;2009;0;0
42703;41;150;2009;0;0
42825;41;155;2009;9.87;0.07
42947;41;160;2009;35.44;0.05
43057;41;165;2009;4.45;0
43179;41;200;2009;10.85;6.21
43255;41;205;2009;2.12;0.03
43373;41;210;2009;23.91;2.27
43491;41;211;2009;19.69;5.66
43564;41;212;2009;0.05;0
43685;41;220;2009;45.03;6.27
43702;41;221;2009;-9;-9
43722;41;223;2009;-9;-9
43844;41;225;2009;1.83;0.93
43966;41;230;2009;13.58;1.22
43983;41;232;2009;-9;-9
44105;41;235;2009;1.69;0
44185;41;255;2009;-9;-9
44333;41;290;2009;0.25;0.08
