id;ccode1;ccode2;year;trade1;trade2
226535;115;860;2009;-9;-9
226570;115;900;2009;2.24;0.14
226605;115;910;2009;0;0
226640;115;920;2009;0.23;0.02
226669;115;935;2009;-9;-9
226701;115;940;2009;-9;-9
226712;115;946;2009;-9;-9
226722;115;947;2009;-9;-9
226757;115;950;2009;0;0
226768;115;955;2009;-9;-9
226779;115;970;2009;-9;-9
226798;115;983;2009;-9;-9
226814;115;986;2009;-9;-9
226833;115;987;2009;-9;-9
226867;115;990;2009;-9;-9
227007;130;135;2009;628.4;1118.73
227147;130;140;2009;632.27;45.86
227287;130;145;2009;11.27;11.73
227422;130;150;2009;2.97;2.23
227562;130;155;2009;469.15;937.33
227702;130;160;2009;461.77;137.41
227830;130;165;2009;48.81;7.35
227970;130;200;2009;104.14;138.67
228058;130;205;2009;24.25;1.7
228194;130;210;2009;145.12;345.53
228330;130;211;2009;185.75;401.97
228417;130;212;2009;4.1;1.13
228556;130;220;2009;92.65;159.99
228573;130;221;2009;-9;-9
228593;130;223;2009;-9;-9
228733;130;225;2009;1.85;78.56
228873;130;230;2009;157.35;440.7
228890;130;232;2009;-9;-9
229030;130;235;2009;5.89;33.36
229128;130;255;2009;-9;-9
229292;130;290;2009;3.89;56.68
229416;130;305;2009;10.86;4.52
229508;130;310;2009;0.72;0.09
229595;130;316;2009;1.5;1.18
229612;130;317;2009;0.14;0.15
229752;130;325;2009;205.5;491.35
229770;130;331;2009;-9;-9
229816;130;338;2009;0.02;0.22
229908;130;339;2009;0.05;0
229911;130;341;2009;-9;-9
229928;130;343;2009;0;10.14
229946;130;344;2009;0.01;35.41
230076;130;345;2009;0;27.96
230094;130;346;2009;0;0
230096;130;347;2009;-9;-9
230114;130;349;2009;1.08;38.46
230252;130;350;2009;1.15;45.11
230302;130;352;2009;0.33;0.9
230404;130;355;2009;0.41;10.01
230423;130;359;2009;0;5.69
230555;130;360;2009;9.86;35.3
230695;130;365;2009;32.86;810.95
230737;130;366;2009;47.01;0.35
230779;130;367;2009;16.81;0.21
230821;130;368;2009;16.31;2.24
230840;130;369;2009;34.84;135.97
230859;130;370;2009;0.03;25.4
230878;130;371;2009;0;11.11
230897;130;372;2009;0.03;6.62
230916;130;373;2009;0;6.88
231009;130;375;2009;34.86;1.34
231149;130;380;2009;13.42;10.76
231250;130;385;2009;14.75;40.46
231386;130;390;2009;9.7;22.36
231452;130;395;2009;0.17;0.54
231487;130;402;2009;0.03;0.37
231522;130;403;2009;0;0
231558;130;404;2009;0;0
231600;130;411;2009;13.7;0
231645;130;420;2009;0;0
231695;130;432;2009;0;0
231745;130;433;2009;0;0.2
231795;130;434;2009;0;0
231845;130;435;2009;0;0
231895;130;436;2009;0;0
231945;130;437;2009;0.96;0.05
231997;130;438;2009;0;0
232047;130;439;2009;0;0
232137;130;450;2009;0.17;0
232186;130;451;2009;0;0
232239;130;452;2009;0;0.21
232289;130;461;2009;0;0
232339;130;471;2009;0;0.03
232389;130;475;2009;48.76;0
232439;130;481;2009;0;0
232489;130;482;2009;0;0
232539;130;483;2009;0;0
232589;130;484;2009;0.04;0.01
232639;130;490;2009;0;0
232687;130;500;2009;0;0
232734;130;501;2009;0.02;0.23
232783;130;510;2009;0.03;0
232833;130;516;2009;0;-9
232881;130;517;2009;0;0
232931;130;520;2009;0.01;0
232964;130;522;2009;0;0.01
233072;130;530;2009;0;0.51
233089;130;531;2009;-9;-9
233124;130;540;2009;42.83;0.08
233159;130;541;2009;0;0
233205;130;551;2009;0;0
233250;130;552;2009;0;0
233296;130;553;2009;0;0
233386;130;560;2009;1.7;3.58
233406;130;565;2009;0.2;0
233450;130;570;2009;0;0
233494;130;571;2009;0;0
233536;130;572;2009;69.92;45.27
233586;130;580;2009;0;0.09
233621;130;581;2009;0;0
233663;130;590;2009;0;0.49
233697;130;591;2009;0;0
233793;130;600;2009;0.06;2.44
233841;130;615;2009;3.21;86.52
233907;130;616;2009;0.08;26.52
233966;130;620;2009;0;1.23
234020;130;625;2009;0;0.07
234160;130;630;2009;14.61;0.76
234300;130;640;2009;17.82;77.41
234378;130;645;2009;0;0
234464;130;651;2009;0.92;1.63
234526;130;652;2009;0.7;3.13
234590;130;660;2009;0;0.24
234654;130;663;2009;0.46;0.6
234716;130;666;2009;28.7;3.5
234799;130;670;2009;46.5;15.07
234884;130;679;2009;0;0.01
234957;130;690;2009;0;0.71
234996;130;692;2009;1.11;0.15
235035;130;694;2009;0.21;0.85
235074;130;696;2009;5.92;2.57
235113;130;698;2009;0.17;0.21
235203;130;700;2009;0;0.3
235222;130;701;2009;0.08;0
235241;130;702;2009;0;0.15
235260;130;703;2009;0.03;0.01
235279;130;704;2009;0;0.03
235298;130;705;2009;0.02;3.04
235438;130;710;2009;1148.54;758.85
235527;130;712;2009;-9;0.03
235588;130;713;2009;-9;-9
235669;130;731;2009;0;0
235730;130;732;2009;458.61;10.05
235864;130;740;2009;523.16;164.41
235927;130;750;2009;82.81;62.04
235966;130;760;2009;0;0
236029;130;770;2009;6.33;0.52
236067;130;771;2009;0.34;0.45
236129;130;775;2009;0;-9
236191;130;780;2009;4.88;1.8
236236;130;781;2009;0;0.04
236326;130;790;2009;0;0
236449;130;800;2009;180.1;4.25
236506;130;811;2009;0.02;0
236563;130;812;2009;0.02;0
236619;130;816;2009;16.95;9
236694;130;820;2009;12.07;2.34
236739;130;830;2009;33.8;8.4
236765;130;835;2009;0;0.1
236829;130;840;2009;4.05;1.1
236890;130;850;2009;21.13;3.7
236898;130;860;2009;-9;-9
236988;130;900;2009;3.3;13.37
237023;130;910;2009;0.03;0
237113;130;920;2009;0.95;21.74
237142;130;935;2009;0;0
237174;130;940;2009;0;0
237185;130;946;2009;7.29;0
237195;130;947;2009;-9;-9
237235;130;950;2009;0;0
237246;130;955;2009;0;-9
237257;130;970;2009;0;0.03
237276;130;983;2009;-9;-9
237292;130;986;2009;-9;-9
237311;130;987;2009;-9;-9
237345;130;990;2009;0;0
237485;135;140;2009;1758.69;519.39
237625;135;145;2009;301.57;353.13
237760;135;150;2009;191.68;3.01
237900;135;155;2009;1081.03;689.63
238040;135;160;2009;937.24;68.2
238168;135;165;2009;82.43;16.49
238308;135;200;2009;153.44;261.13
238396;135;205;2009;25.28;4.06
238532;135;210;2009;76.96;447.03
238668;135;211;2009;0;385.41
238755;135;212;2009;1.81;0.02
238894;135;220;2009;214.97;215.36
238911;135;221;2009;-9;-9
238931;135;223;2009;-9;-9
239071;135;225;2009;132.98;37.24
239211;135;230;2009;328.37;742.87
239228;135;232;2009;-9;-9
239368;135;235;2009;12.52;19.58
239466;135;255;2009;-9;-9
239630;135;290;2009;15.87;17.35
239754;135;305;2009;76.58;8.4
239846;135;310;2009;10.28;0.91
239933;135;316;2009;21.73;4.78
239950;135;317;2009;5.68;0.04
240090;135;325;2009;409.98;646.39
240108;135;331;2009;-9;-9
240154;135;338;2009;0.14;0.15
240246;135;339;2009;0.1;0
240249;135;341;2009;-9;-9
240266;135;343;2009;0.07;0.12
240284;135;344;2009;1.18;1.94
240414;135;345;2009;0;0
240432;135;346;2009;0.13;0
240434;135;347;2009;-9;-9
240452;135;349;2009;2.57;1.75
240590;135;350;2009;8.12;2.93
240640;135;352;2009;0.01;0.86
240742;135;355;2009;3.17;178.87
240761;135;359;2009;0.04;0.2
240893;135;360;2009;3.65;8.16
241033;135;365;2009;169.89;29.31
241075;135;366;2009;0.79;2.1
241117;135;367;2009;49.55;0.16
241159;135;368;2009;2.9;1.93
241178;135;369;2009;8.88;3.27
241197;135;370;2009;1.01;1.45
241216;135;371;2009;0.01;0.03
241235;135;372;2009;0.17;0.12
241254;135;373;2009;0.01;0.02
241347;135;375;2009;86.79;205.29
241487;135;380;2009;163.88;211.42
241588;135;385;2009;16.05;268.69
241724;135;390;2009;42.01;81
241790;135;395;2009;0.18;1.35
241825;135;402;2009;0;1.5
241860;135;403;2009;0;0
241896;135;404;2009;0;0.09
241938;135;411;2009;0;0.02
241983;135;420;2009;0;1.06
242033;135;432;2009;0.18;0.57
242083;135;433;2009;0.06;2.27
242133;135;434;2009;0.78;0.13
242183;135;435;2009;0.01;0.75
242233;135;436;2009;0.01;0
242283;135;437;2009;0.49;0.29
242335;135;438;2009;0;0.9
242385;135;439;2009;0.18;0.11
242475;135;450;2009;0;1.29
242524;135;451;2009;0.01;0.07
242577;135;452;2009;0.2;0.57
242627;135;461;2009;0;0.01
242677;135;471;2009;0.03;0
242727;135;475;2009;462.4;7.48
242777;135;481;2009;0;0.48
242827;135;482;2009;0;0
242877;135;483;2009;0;0
242927;135;484;2009;0;1.46
242977;135;490;2009;0;0.6
243025;135;500;2009;0;0.02
243072;135;501;2009;0.11;0
243121;135;510;2009;0.29;0.14
243171;135;516;2009;0;0
243219;135;517;2009;0;0
243269;135;520;2009;0;0
243302;135;522;2009;0;0.05
243410;135;530;2009;0;0
243427;135;531;2009;0;0
243462;135;540;2009;227.75;1.16
243497;135;541;2009;0;0
243543;135;551;2009;0.14;0.2
243588;135;552;2009;0;0
243634;135;553;2009;0;0
243724;135;560;2009;32.69;20.55
243744;135;565;2009;0.05;57.25
243788;135;570;2009;0;0
243832;135;571;2009;0;0
243874;135;572;2009;0.14;0
243924;135;580;2009;0.28;2.31
243959;135;581;2009;0;0
244001;135;590;2009;0.39;0.95
244035;135;591;2009;0.01;0
244131;135;600;2009;14.06;4.14
244179;135;615;2009;0.02;9.57
244245;135;616;2009;4.92;1.32
244304;135;620;2009;0.01;0.62
244358;135;625;2009;0.04;0.01
244498;135;630;2009;1.31;1.58
244638;135;640;2009;115.93;69.23
244716;135;645;2009;0.02;0.02
244802;135;651;2009;4.28;3.04
244864;135;652;2009;0.09;5.22
244928;135;660;2009;0.06;2.43
244992;135;663;2009;0.57;1.06
245054;135;666;2009;36.91;4.1
245137;135;670;2009;7.05;4.1
245222;135;679;2009;0;0.21
245295;135;690;2009;0.03;1.62
245334;135;692;2009;15.25;0.27
245373;135;694;2009;1.51;4.12
245412;135;696;2009;5.71;4.12
245451;135;698;2009;0.02;0.35
245541;135;700;2009;0.01;0.01
245560;135;701;2009;0.06;0
245579;135;702;2009;0;0
245598;135;703;2009;0;0
245617;135;704;2009;0;0
245636;135;705;2009;0;0.05
245776;135;710;2009;3478.16;4289.06
245865;135;712;2009;0;0
245926;135;713;2009;-9;-9
246007;135;731;2009;19.08;3.52
246068;135;732;2009;667.11;919.36
246202;135;740;2009;949.37;1666.75
246265;135;750;2009;322.52;100
246304;135;760;2009;0;0
246367;135;770;2009;16.94;2.77
246405;135;771;2009;5.74;0.65
246467;135;775;2009;0.15;0.06
246529;135;780;2009;7.59;1.02
246574;135;781;2009;0;0
246664;135;790;2009;0.03;0.04
246787;135;800;2009;191.95;36.56
246844;135;811;2009;1.23;0.08
246901;135;812;2009;0.08;0.08
246957;135;816;2009;49.77;77.8
247032;135;820;2009;134;11.54
247077;135;830;2009;35.18;20.15
247103;135;835;2009;0;0
247167;135;840;2009;13.31;105.38
247228;135;850;2009;69.24;36.47
247236;135;860;2009;-9;-9
247326;135;900;2009;101.95;123.23
247361;135;910;2009;0;0.01
247451;135;920;2009;24.43;16.41
247480;135;935;2009;0;0
247512;135;940;2009;0;0
247523;135;946;2009;0;0
247533;135;947;2009;0;0
247573;135;950;2009;0;0
247584;135;955;2009;0;0
247595;135;970;2009;0;0.05
247614;135;983;2009;-9;-9
247630;135;986;2009;-9;-9
247649;135;987;2009;-9;-9
247683;135;990;2009;0;0.07
247823;140;145;2009;1558.5;1008.83
247958;140;150;2009;640.62;1664
248098;140;155;2009;2719.36;2846.86
248238;140;160;2009;12162.6;12063.7
248366;140;165;2009;1352.35;1461.9
248506;140;200;2009;2636.59;4011.66
248594;140;205;2009;560.27;175.84
248730;140;210;2009;1044.68;7788.4
248866;140;211;2009;1282.04;2537.43
248953;140;212;2009;28.95;7.55
249092;140;220;2009;3951.11;3427.38
249109;140;221;2009;-9;-9
249129;140;223;2009;-9;-9
249269;140;225;2009;2222.94;608.19
249409;140;230;2009;2103.04;3076.97
249426;140;232;2009;-9;-9
249566;140;235;2009;472.09;1241.76
249664;140;255;2009;-9;-9
249828;140;290;2009;300.19;374.57
249952;140;305;2009;1067.47;195.96
250044;140;310;2009;162.84;96.27
250131;140;316;2009;362.68;118.17
250148;140;317;2009;79.98;28.27
250288;140;325;2009;3902.38;3351.45
250306;140;331;2009;-9;-9
250352;140;338;2009;25.91;14.1
250444;140;339;2009;1.16;52.57
250447;140;341;2009;-9;-9
250464;140;343;2009;2.65;62.91
250482;140;344;2009;15.47;190.27
250612;140;345;2009;1.76;21.4
250630;140;346;2009;1.66;18.92
250632;140;347;2009;-9;-9
250650;140;349;2009;46.86;204.43
250788;140;350;2009;42.14;243.12
250838;140;352;2009;0.64;16.66
250940;140;355;2009;32.41;195.74
250959;140;359;2009;17.39;15.69
251091;140;360;2009;82;430.67
251231;140;365;2009;1534.23;3502.82
251273;140;366;2009;24.91;12.62
251315;140;367;2009;50.14;3.92
251357;140;368;2009;2.2;30.75
251376;140;369;2009;179.26;375.56
251395;140;370;2009;539.4;118.45
251414;140;371;2009;0.13;54.74
251433;140;372;2009;0.86;75.96
251452;140;373;2009;0.17;115.54
251545;140;375;2009;1151.57;416.59
251685;140;380;2009;1199.66;499.42
251786;140;385;2009;546.35;844.98
251922;140;390;2009;383.2;311.3
251988;140;395;2009;5.52;147.41
252023;140;402;2009;0.03;32.16
252058;140;403;2009;0;6.36
252094;140;404;2009;0.04;13.28
252136;140;411;2009;283.11;50.89
252181;140;420;2009;0.03;70.22
252231;140;432;2009;0;10.08
252281;140;433;2009;0.64;171.13
252331;140;434;2009;0;159.11
252381;140;435;2009;0;112.63
252431;140;436;2009;0.05;4.34
252481;140;437;2009;74.37;67.52
252533;140;438;2009;0;65
252583;140;439;2009;0.14;22
252673;140;450;2009;0.33;14.24
252722;140;451;2009;0.22;15.75
252775;140;452;2009;17.53;251.25
252825;140;461;2009;0;29.55
252875;140;471;2009;3.72;108.97
252925;140;475;2009;5242.53;1179.6
252975;140;481;2009;0.02;43.01
253025;140;482;2009;0.1;13.37
253075;140;483;2009;0.3;2.88
253125;140;484;2009;1.62;53.71
253175;140;490;2009;5.26;61.4
253223;140;500;2009;0.1;3.76
253270;140;501;2009;1.5;98.46
253319;140;510;2009;0.04;46.87
253369;140;516;2009;0;0.23
253417;140;517;2009;1.33;0.6
253467;140;520;2009;0;65.15
253500;140;522;2009;0;20.35
253608;140;530;2009;0.03;62.51
253625;140;531;2009;0.01;29.28
253660;140;540;2009;151.52;1511.33
253695;140;541;2009;4.39;29.36
253741;140;551;2009;2.54;5.38
253786;140;552;2009;2.1;4.21
253832;140;553;2009;5.74;4.63
253922;140;560;2009;479.33;1368.67
253942;140;565;2009;0;51.1
253986;140;570;2009;0.05;0
254030;140;571;2009;0.3;0.9
254072;140;572;2009;1.7;0.83
254122;140;580;2009;0.11;29.08
254157;140;581;2009;0.02;1.8
254199;140;590;2009;1.16;18.37
254233;140;591;2009;0.08;59.9
254329;140;600;2009;343.02;570.07
254377;140;615;2009;1363.51;883.77
254443;140;616;2009;96.7;197.08
254502;140;620;2009;910.41;218.36
254556;140;625;2009;0.05;99.33
254696;140;630;2009;21.06;1297.32
254836;140;640;2009;424.08;1105.89
254914;140;645;2009;880.16;265.64
255000;140;651;2009;87.66;1234.99
255062;140;652;2009;4.42;333.8
255126;140;660;2009;1.43;352.33
255190;140;663;2009;6.78;184.22
255252;140;666;2009;701.98;207.4
255335;140;670;2009;1546.71;2068.72
255420;140;679;2009;0;417.92
255493;140;690;2009;0.52;404.05
255532;140;692;2009;1.67;247.53
255571;140;694;2009;29.66;215.36
255610;140;696;2009;123.44;1839.64
255649;140;698;2009;0.57;144.22
255739;140;700;2009;0.13;9.99
255758;140;701;2009;1.16;6.56
255777;140;702;2009;0.16;54.44
255796;140;703;2009;0.02;6.9
255815;140;704;2009;2.33;11.95
255834;140;705;2009;16.22;27.9
255974;140;710;2009;18066.17;32108.04
256063;140;712;2009;0;3.74
256124;140;713;2009;-9;-9
256205;140;731;2009;108.7;153.86
256266;140;732;2009;5220.7;3743.5
256400;140;740;2009;5954.73;6364.92
256463;140;750;2009;2441.91;3007.09
256502;140;760;2009;0;0
256565;140;770;2009;50.46;164.89
256603;140;771;2009;82.4;392.98
256665;140;775;2009;1.54;8.58
256727;140;780;2009;19.23;87.11
256772;140;781;2009;0.01;9.95
256862;140;790;2009;0.82;0.28
256985;140;800;2009;1409.41;1337.66
257042;140;811;2009;10.41;2.09
257099;140;812;2009;0.21;0.01
257155;140;816;2009;247.29;372.8
257230;140;820;2009;1330.95;938.39
257275;140;830;2009;753.08;1224.79
257301;140;835;2009;0;0.72
257365;140;840;2009;316.99;221.81
257426;140;850;2009;1104.87;1086.96
257434;140;860;2009;-9;-9
257524;140;900;2009;903.05;544.9
257559;140;910;2009;0;4.76
257649;140;920;2009;55.53;60.65
257678;140;935;2009;0.19;0.01
257710;140;940;2009;0;0.38
257721;140;946;2009;0;0.14
257731;140;947;2009;0;0.05
257771;140;950;2009;0.01;4.09
257782;140;955;2009;0;0.23
257793;140;970;2009;0;0
257812;140;983;2009;-9;-9
257828;140;986;2009;0;0
257847;140;987;2009;-9;-9
257881;140;990;2009;1.17;0.16
258016;145;150;2009;36.54;19.76
258156;145;155;2009;316.41;64.12
258296;145;160;2009;637.82;212.69
258424;145;165;2009;7.97;1.83
258564;145;200;2009;25.67;28.71
258652;145;205;2009;1.16;0.01
258788;145;210;2009;24.78;70.17
258924;145;211;2009;18.98;52.6
259011;145;212;2009;0.07;0
259150;145;220;2009;41.12;36.23
259167;145;221;2009;-9;-9
259187;145;223;2009;-9;-9
259327;145;225;2009;12.78;2.18
259467;145;230;2009;51.35;55.45
259484;145;232;2009;-9;-9
259624;145;235;2009;2.68;0.97
259722;145;255;2009;-9;-9
259886;145;290;2009;0.74;1.22
260010;145;305;2009;6.21;3.96
260102;145;310;2009;0.94;0
260189;145;316;2009;1.82;0
260206;145;317;2009;0.36;0.03
260346;145;325;2009;54.53;42.64
260364;145;331;2009;-9;-9
260410;145;338;2009;0;0.04
260502;145;339;2009;0;0
260505;145;341;2009;-9;-9
260522;145;343;2009;0;0.03
260540;145;344;2009;0;0.24
260670;145;345;2009;0;0.23
260688;145;346;2009;0;-9
260690;145;347;2009;-9;-9
260708;145;349;2009;0.4;0
260846;145;350;2009;0.05;0.3
260896;145;352;2009;0.01;0.05
260998;145;355;2009;0.05;0
261017;145;359;2009;0;0.01
261149;145;360;2009;0.02;2.11
261289;145;365;2009;0.29;5.77
261331;145;366;2009;0.13;0
261373;145;367;2009;0.07;0.07
261415;145;368;2009;0.28;0.3
261434;145;369;2009;0;1.13
261453;145;370;2009;0;0.29
261472;145;371;2009;0;0.02
261491;145;372;2009;0;-9
261510;145;373;2009;0;0
261603;145;375;2009;3.24;0.11
261743;145;380;2009;93.73;0.97
261844;145;385;2009;4.33;1.8
261980;145;390;2009;12.44;1.21
262046;145;395;2009;0;0.13
262081;145;402;2009;0;0
262116;145;403;2009;0.08;-9
262152;145;404;2009;0;-9
262194;145;411;2009;0;0
262239;145;420;2009;0;-9
262289;145;432;2009;0;-9
262339;145;433;2009;0;0
262389;145;434;2009;0;0
262439;145;435;2009;0;-9
262489;145;436;2009;0;0
262539;145;437;2009;0;0.01
262591;145;438;2009;0;0
262641;145;439;2009;0;-9
262731;145;450;2009;0;0
262780;145;451;2009;0;0
262833;145;452;2009;0;0.75
262883;145;461;2009;0;0
262933;145;471;2009;0;0
262983;145;475;2009;0;0
263033;145;481;2009;0;0.01
263083;145;482;2009;0;0
263133;145;483;2009;0;-9
263183;145;484;2009;0;0.11
263233;145;490;2009;0;-9
263281;145;500;2009;0;0
263328;145;501;2009;0.01;0
263377;145;510;2009;0;0
263427;145;516;2009;0;0
263475;145;517;2009;-9;-9
263525;145;520;2009;-9;-9
263558;145;522;2009;0;-9
263666;145;530;2009;0;0.04
263683;145;531;2009;0;-9
263718;145;540;2009;0.02;0
263753;145;541;2009;0.01;0
263799;145;551;2009;0;0
263844;145;552;2009;0;0
263890;145;553;2009;0;-9
263980;145;560;2009;1.41;0.78
264000;145;565;2009;0;0
264044;145;570;2009;0;0
264088;145;571;2009;0;0
264130;145;572;2009;0.09;0
264180;145;580;2009;0;0
264215;145;581;2009;0;0
264257;145;590;2009;0;0.01
264291;145;591;2009;0;-9
264387;145;600;2009;0.2;0.09
264435;145;615;2009;0;0
264501;145;616;2009;0;0.03
264560;145;620;2009;0;0
264614;145;625;2009;0;0
264754;145;630;2009;0.03;0
264894;145;640;2009;3.68;0.91
264972;145;645;2009;0;0
265058;145;651;2009;0.01;0.33
265120;145;652;2009;0.24;0
265184;145;660;2009;0;0.14
265248;145;663;2009;0.17;0.02
265310;145;666;2009;7.92;2.8
265393;145;670;2009;0;0.26
265478;145;679;2009;0;0
265551;145;690;2009;0;0
265590;145;692;2009;0;0
265629;145;694;2009;0;0.02
265668;145;696;2009;0.02;5.45
265707;145;698;2009;0;1.82
265797;145;700;2009;0;-9
265816;145;701;2009;0;-9
265835;145;702;2009;0;-9
265854;145;703;2009;0;-9
265873;145;704;2009;-9;-9
265892;145;705;2009;0;0
266032;145;710;2009;161.89;130.52
266121;145;712;2009;0;-9
266182;145;713;2009;-9;-9
266263;145;731;2009;0.49;0.65
266324;145;732;2009;14.44;66.19
266458;145;740;2009;81.49;211.71
266521;145;750;2009;8.93;4.54
266560;145;760;2009;0.04;-9
266623;145;770;2009;0.28;0.03
266661;145;771;2009;0;0
266723;145;775;2009;0;0
266785;145;780;2009;1.78;0
266830;145;781;2009;-9;-9
266920;145;790;2009;0;0
267043;145;800;2009;7.69;0.95
267100;145;811;2009;0;-9
267157;145;812;2009;0;-9
267213;145;816;2009;0;0
267288;145;820;2009;1.72;2.48
267333;145;830;2009;0;0
267359;145;835;2009;0;0
267423;145;840;2009;0.59;0
267484;145;850;2009;3.92;1.07
267492;145;860;2009;-9;-9
267582;145;900;2009;0.97;7.44
267617;145;910;2009;0;0
267707;145;920;2009;0.95;1.06
267736;145;935;2009;0;-9
267768;145;940;2009;0;-9
267779;145;946;2009;0;-9
267789;145;947;2009;0;-9
267829;145;950;2009;0;0
267840;145;955;2009;0;-9
267851;145;970;2009;0;-9
267870;145;983;2009;-9;-9
267886;145;986;2009;-9;-9
267905;145;987;2009;-9;-9
267939;145;990;2009;0;-9
268074;150;155;2009;103.41;420.16
268209;150;160;2009;1141.08;698.96
268337;150;165;2009;89.99;587.52
268472;150;200;2009;29.53;4.81
268560;150;205;2009;2.11;0.13
268691;150;210;2009;28.01;128.62
268822;150;211;2009;6.39;5.88
268909;150;212;2009;0.21;0
269043;150;220;2009;43.64;22.97
269060;150;221;2009;-9;-9
269080;150;223;2009;-9;-9
269215;150;225;2009;77.2;4.11
269350;150;230;2009;43.98;56.58
269367;150;232;2009;-9;-9
269502;150;235;2009;2.03;1.51
269594;150;255;2009;-9;-9
269756;150;290;2009;0.99;18.7
269875;150;305;2009;7.28;0.31
269967;150;310;2009;0.55;0.07
270054;150;316;2009;1.9;0
270071;150;317;2009;1.37;0.31
270206;150;325;2009;40.82;144.38
270224;150;331;2009;-9;-9
270270;150;338;2009;0;0
270362;150;339;2009;0;2.4
270365;150;341;2009;-9;-9
270382;150;343;2009;0;0.01
270400;150;344;2009;0;0.57
270545;150;346;2009;-9;-9
270547;150;347;2009;-9;-9
270565;150;349;2009;0.26;0.26
270698;150;350;2009;1.55;61.35
270748;150;352;2009;0.03;0.66
270850;150;355;2009;1.09;0
270869;150;359;2009;0;0
271001;150;360;2009;0.24;3.28
271136;150;365;2009;12.59;356.83
271178;150;366;2009;0.02;0
271220;150;367;2009;0;0
271262;150;368;2009;0.64;0.1
271281;150;369;2009;0.06;0.93
271300;150;370;2009;0;0
271319;150;371;2009;-9;0.13
271338;150;372;2009;-9;0
271357;150;373;2009;0;0.01
271450;150;375;2009;7.24;0.07
271585;150;380;2009;30.51;0.53
271686;150;385;2009;0.33;0.25
271817;150;390;2009;3.26;5.13
271883;150;395;2009;0.01;0.03
271918;150;402;2009;0;0
271953;150;403;2009;-9;0
271989;150;404;2009;0;0.02
272031;150;411;2009;0;0.84
272076;150;420;2009;0;-9
272126;150;432;2009;-9;0
272176;150;433;2009;0;1.9
272226;150;434;2009;0;0
272276;150;435;2009;0;0
272326;150;436;2009;-9;0.07
272376;150;437;2009;0;3.09
272428;150;438;2009;-9;0
272478;150;439;2009;0;0
272568;150;450;2009;0;0.05
272617;150;451;2009;-9;-9
272670;150;452;2009;0;0.09
272720;150;461;2009;0;0
272770;150;471;2009;0;0
272820;150;475;2009;0;0
272870;150;481;2009;0;3.93
272920;150;482;2009;0;0
272970;150;483;2009;0;0
273020;150;484;2009;0;0.68
273070;150;490;2009;0;0
273118;150;500;2009;-9;0.06
273165;150;501;2009;0;0
273214;150;510;2009;0;-9
273264;150;516;2009;0;0
273312;150;517;2009;-9;0
273362;150;520;2009;-9;0
273395;150;522;2009;-9;0
273503;150;530;2009;0;0
273520;150;531;2009;-9;-9
273555;150;540;2009;0;16.9
273590;150;541;2009;0;3.8
273636;150;551;2009;0;0
273681;150;552;2009;0.74;0
273727;150;553;2009;0;0
273817;150;560;2009;2.11;6.68
273837;150;565;2009;0;0.04
273881;150;570;2009;0;0
273925;150;571;2009;0;0
273967;150;572;2009;-9;-9
274017;150;580;2009;0;0.01
274052;150;581;2009;-9;0.02
274094;150;590;2009;0.01;0
274128;150;591;2009;-9;0.49
274219;150;600;2009;0;9.71
274267;150;615;2009;0;27.06
274328;150;616;2009;0;0.03
274387;150;620;2009;0;1.22
274441;150;625;2009;-9;-9
274576;150;630;2009;0.01;34.1
274711;150;640;2009;7.56;72.03
274789;150;645;2009;0;0
274870;150;651;2009;0.43;13.66
274932;150;652;2009;0.59;0.76
274996;150;660;2009;0.2;9.99
275060;150;663;2009;0;5.7
275122;150;666;2009;11.87;22.3
275205;150;670;2009;0.01;22.65
275290;150;679;2009;0;0
275363;150;690;2009;0;1.77
275402;150;692;2009;5.21;0.83
275441;150;694;2009;0;0.21
275480;150;696;2009;0.28;15.32
275519;150;698;2009;0;1.16
275609;150;700;2009;0;1.15
275628;150;701;2009;-9;-9
275647;150;702;2009;-9;-9
275666;150;703;2009;-9;-9
275685;150;704;2009;-9;-9
275704;150;705;2009;0;0
275839;150;710;2009;2171.01;40.63
275928;150;712;2009;-9;0
275989;150;713;2009;-9;-9
276070;150;731;2009;22.86;0.23
276131;150;732;2009;95.36;5.47
276260;150;740;2009;347.7;45.89
276323;150;750;2009;46.54;5.22
276362;150;760;2009;0;0
276425;150;770;2009;4.63;1.09
276463;150;771;2009;0.21;1.94
276525;150;775;2009;0.03;0
276587;150;780;2009;0.47;0
276632;150;781;2009;0;0
276722;150;790;2009;0;0
276845;150;800;2009;37.46;13.27
276902;150;811;2009;0.41;0
276959;150;812;2009;0.06;0
277015;150;816;2009;5.17;35.92
277090;150;820;2009;37.21;0.11
277135;150;830;2009;25.95;0.59
277161;150;835;2009;0;0
277225;150;840;2009;0.6;0.24
277286;150;850;2009;13.64;15.08
277294;150;860;2009;-9;-9
277384;150;900;2009;1.16;0.8
277419;150;910;2009;0;0
277509;150;920;2009;0.26;0.31
277538;150;935;2009;-9;-9
277570;150;940;2009;-9;-9
277581;150;946;2009;0;-9
277591;150;947;2009;-9;-9
277631;150;950;2009;0;0
277642;150;955;2009;-9;0
277653;150;970;2009;-9;0
277672;150;983;2009;-9;-9
277688;150;986;2009;-9;-9
277707;150;987;2009;-9;-9
277741;150;990;2009;0;0
277881;155;160;2009;4604.57;664.99
278009;155;165;2009;94.37;131.91
278149;155;200;2009;1028.47;872.36
278237;155;205;2009;53.66;54.25
